"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
902101050,50,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",264,"TA","TA","CBlock","TA","TA","No","Rec",276,"Unf",0,936,1212,"GasA","Gd","Y","FuseA",1226,442,0,1668,1,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,140,0,0,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Normal",135000
902106040,70,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1925,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Gd","No","LwQ",16,"Unf",0,712,728,"GasA","Ex","Y","SBrkr",832,809,0,1641,0,1,1,1,3,1,"Ex",6,"Typ",1,"Gd","Detchd",1925,"Unf",2,546,"Fa","TA","Y",0,0,234,0,0,0,"Gd","MnPrv","Shed",0,8,2006,"WD ","Normal",178000
902108060,70,"RM",66,3960,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,502,502,"GasA","TA","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Gd",5,"Typ",1,"Po","Detchd",1930,"Unf",1,200,"Fa","TA","N",280,0,68,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",105000
902109010,30,"RM",70,5684,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1930,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,813,813,"GasA","Ex","Y","FuseA",813,0,0,813,0,0,1,0,2,1,"Gd",5,"Typ",0,"Gd","Detchd",1932,"Unf",1,270,"Fa","Fa","N",0,113,0,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",110000
902110130,30,"RM",56,7741,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","BLQ",143,"Rec",72,817,1032,"GasA","Gd","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1995,"Unf",1,280,"TA","TA","Y",0,0,112,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"COD","Abnorml",108000
902111010,30,"RM",50,5633,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,844,844,"GasA","TA","Y","SBrkr",844,0,0,844,0,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1925,"Unf",1,216,"TA","TA","N",50,81,123,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",111500
902125020,70,"RM",50,9000,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA","TA","Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"Ex",8,"Typ",0,"Gd","Detchd",1937,"Unf",1,240,"Fa","Po","N",0,0,293,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Abnorml",124000
902128020,20,"RM",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1952,"RFn",1,528,"TA","TA","Y",0,0,0,0,115,0,"Gd","MnPrv","Shed",0,8,2006,"COD","Normal",105000
902204060,190,"RM",50,6000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",576,"Unf",0,384,960,"GasA","TA","Y","FuseA",960,0,0,960,1,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",135500
902204120,50,"RM",50,6000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",145,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,750,0,1566,0,0,1,1,5,1,"Gd",7,"Typ",0,"Gd","Detchd",1976,"Unf",2,450,"TA","TA","Y",24,0,296,0,0,0,"Gd","MnPrv","Shed",0,8,2006,"WD ","Normal",139000
902206090,50,"RM",56,9576,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",310,"Unf",0,460,770,"GasA","TA","Y","SBrkr",885,297,0,1182,0,0,1,1,3,1,"TA",5,"Typ",0,"Gd","Detchd",1945,"Unf",1,378,"Fa","TA","Y",0,0,0,0,0,0,"Gd","GdWo","Shed",0,5,2006,"WD ","Normal",120000
902207080,20,"RM",49,5820,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",256,"Unf",0,906,1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",126175
902207110,30,"RM",48,5747,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,4,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,798,798,"GasA","Gd","Y","SBrkr",840,0,0,840,0,0,1,0,2,1,"Fa",5,"Typ",0,"Gd","Detchd",1938,"Unf",1,250,"TA","Fa","N",112,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",64000
902301120,190,"RM",69,9142,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",6,8,1910,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Fa","Stone","Fa","TA","No","Unf",0,"Unf",0,1020,1020,"GasA","Gd","N","FuseP",908,1020,0,1928,0,0,2,0,4,2,"Fa",9,"Typ",0,"Gd","Detchd",1910,"Unf",1,440,"Po","Po","Y",0,60,112,0,0,0,"Gd","MnPrv","Shed",0,4,2006,"WD ","Normal",137000
902325100,75,"RM",70,6300,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"TA",9,"Typ",0,"Gd","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",155000
902325160,50,"RM",63,5000,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1900,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,540,540,"GasA","Gd","N","FuseA",889,551,0,1440,0,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Attchd",1940,"Unf",1,352,"Fa","TA","Y",0,0,77,0,0,0,"Gd","MnPrv","Shed",0,4,2006,"WD ","Normal",79000
902329070,70,"RM",60,3600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,684,684,"GasA","Ex","N","FuseA",684,684,0,1368,0,0,1,0,3,1,"TA",7,"Typ",0,"Gd","Detchd",1930,"Unf",1,216,"TA","Fa","N",0,158,0,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Normal",114504
902329090,70,"RM",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,596,596,"GasA","Ex","Y","SBrkr",998,764,0,1762,1,0,1,1,4,1,"Gd",8,"Typ",0,"Gd","Detchd",1989,"Unf",2,576,"TA","TA","N",36,0,221,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Normal",157000
902400090,30,"RM",84,11340,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1200,1200,"GasA","TA","Y","FuseA",1200,0,0,1200,0,0,1,0,4,1,"TA",7,"Typ",0,"Gd","Detchd",1923,"Unf",1,312,"Fa","Fa","Y",0,0,228,0,0,0,"Gd","MnPrv","Shed",0,3,2006,"WD ","Family",125000
902400110,75,"RM",90,22950,"Pave","Grvl","IR2","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1107,1107,"GasA","Ex","Y","SBrkr",1518,1518,572,3608,0,0,2,1,4,1,"Ex",12,"Typ",2,"TA","Detchd",1993,"Unf",3,840,"Ex","TA","Y",0,260,0,0,410,0,"Gd","GdPrv","Shed",0,6,2006,"WD ","Normal",475000
902401090,90,"RM",33,5976,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","N","FuseA",624,624,0,1248,0,0,2,0,2,2,"TA",8,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,130,256,0,0,0,"Gd","MnPrv","Shed",0,12,2006,"WD ","Normal",93500
902456015,50,"C (all)",63,4761,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",3,3,1918,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1020,1020,"GasA","Fa","N","FuseP",1020,0,0,1020,0,0,1,0,2,1,"Fa",5,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,0,105,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"ConLD","Normal",64500
903202120,50,"RL",65,6435,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Normal",140200
903206160,70,"RL",69,11737,"Pave","Grvl","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,7,1924,1996,"Gambrel","CompShg","BrkComm","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,848,848,"GasW","TA","N","SBrkr",1017,810,0,1827,0,0,1,0,2,1,"TA",9,"Typ",1,"Gd","Detchd",1943,"Unf",1,240,"Fa","TA","Y",27,36,42,0,0,0,"Gd","GdPrv","Shed",0,5,2006,"WD ","Normal",202500
903229040,190,"RM",65,7800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","Rec",507,"Unf",0,286,793,"GasA","TA","Y","SBrkr",793,325,0,1118,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1939,"Unf",2,410,"TA","TA","Y",0,0,0,0,271,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Normal",119900
903231070,50,"RM",52,6240,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,"Gd","MnPrv","Shed",400,9,2006,"WD ","Normal",114500
903231240,30,"RM",51,6120,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",489,"Unf",0,279,768,"GasA","TA","N","SBrkr",1015,0,0,1015,0,0,1,0,3,1,"TA",6,"Min1",0,"Gd","Detchd",1925,"Unf",1,450,"TA","TA","Y",0,0,112,0,120,0,"Gd","MnPrv","Shed",620,7,2006,"WD ","Abnorml",88000
903232170,50,"RM",52,6240,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","Slab","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasA","Gd","N","SBrkr",672,240,0,912,0,0,1,0,2,1,"TA",3,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",80500
903233220,50,"RM",51,6120,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1984,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,741,741,"GasA","Gd","Y","SBrkr",741,583,0,1324,0,0,1,0,3,1,"Gd",7,"Typ",0,"Gd","Detchd",1930,"Unf",1,180,"Fa","TA","Y",0,0,55,0,0,0,"Gd","MnPrv","Shed",0,2,2006,"WD ","Normal",110000
903234030,30,"RM",50,6000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,6,1925,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",397,"Unf",0,706,1103,"GasA","Gd","Y","SBrkr",1103,0,0,1103,0,0,1,0,2,1,"Gd",5,"Typ",1,"Gd","Detchd",1976,"Unf",2,440,"TA","TA","Y",166,120,0,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",110500
903425190,50,"RM",90,33120,"Pave","Grvl","IR3","Lvl","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1595,1595,"GasA","TA","Y","SBrkr",1611,875,0,2486,0,0,2,0,5,1,"TA",8,"Typ",1,"Gd","Detchd",1962,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Normal",220000
903425340,190,"RL",60,9873,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",0,171,960,"GasW","TA","N","SBrkr",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Detchd",1970,"Unf",2,576,"TA","TA","Y",0,288,0,0,0,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Normal",129000
903430090,50,"RM",59,5310,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,8,1910,2003,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Unf",0,"Unf",0,485,485,"GasA","Gd","Y","SBrkr",1001,634,0,1635,0,0,1,0,2,1,"Gd",5,"Typ",0,"Gd","Attchd",1950,"Unf",1,255,"Fa","TA","Y",394,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",117000
903430130,30,"RM",153,4118,"Pave","Grvl","IR1","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,693,693,"Grav","Fa","N","FuseA",693,0,0,693,0,0,1,0,2,1,"Fa",4,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,20,0,0,0,0,"Gd","MnPrv","Shed",0,3,2006,"WD ","Normal",52500
903451050,50,"RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,596,596,"GasA","Po","Y","FuseF",834,596,0,1430,0,0,2,0,3,1,"Fa",7,"Typ",0,"Gd","Detchd",1924,"Unf",2,370,"Fa","Fa","Y",218,0,0,0,210,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Abnorml",107000
903452090,70,"RM",60,7518,"Pave","Grvl","Reg","Lvl","AllPub","FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,8,1910,2004,"Gable","CompShg","AsbShng","Plywood","None",0,"Fa","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,396,396,"GasA","Gd","Y","SBrkr",665,665,0,1330,0,0,1,0,3,1,"TA",7,"Typ",0,"Gd","Detchd",2001,"Unf",1,390,"TA","TA","N",0,72,45,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",116500
903454020,30,"RM",50,9000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,4,1919,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,610,610,"GasA","Ex","N","FuseA",819,0,0,819,0,0,1,0,2,1,"Gd",4,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,9,2006,"WD ","Abnorml",72000
903454080,50,"RM",50,8600,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,596,0,1376,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1937,"Unf",1,198,"TA","TA","N",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",119500
903455090,50,"RM",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,803,803,"GasA","Ex","Y","SBrkr",803,557,0,1360,0,0,1,1,2,1,"Gd",6,"Typ",0,"Gd","Detchd",1951,"Unf",1,297,"TA","TA","Y",0,65,190,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Normal",125500
903456060,30,"RM",60,9786,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",3,4,1922,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1007,1007,"GasA","Fa","N","SBrkr",1077,0,0,1077,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1922,"Unf",1,210,"TA","Fa","P",0,100,48,0,0,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Normal",91000
904101040,80,"RL",92,6930,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","BLQ",300,"Rec",294,468,1062,"GasA","Ex","Y","FuseF",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,"Gd","BuiltIn",1958,"Unf",1,288,"TA","TA","Y",168,0,294,0,0,0,"Gd","MnPrv","Shed",0,7,2006,"WD ","Abnorml",130000
904301410,30,"RL",55,8250,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasA","TA","N","SBrkr",1032,0,0,1032,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Detchd",1939,"Unf",1,260,"TA","TA","Y",0,0,121,0,0,0,"Gd","MnPrv","Shed",0,6,2006,"WD ","Normal",125000
904302020,30,"RL",50,5220,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",5,3,1936,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,830,830,"GasA","Gd","Y","SBrkr",879,0,0,879,0,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1936,"Unf",1,180,"TA","TA","P",0,108,0,0,0,0,"Gd","MnPrv","Shed",0,1,2006,"WD ","Normal",80000
904302030,20,"RL",50,5500,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","Mn","GLQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,0,0,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Normal",157000
905100030,20,"RL",75,11235,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",547,"Unf",0,504,1051,"GasA","Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1974,"Unf",2,459,"TA","TA","Y",0,82,0,0,0,0,"Gd","MnPrv","Shed",0,10,2006,"WD ","Normal",148000
905101330,90,"RL",72,10791,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",1296,0,0,1296,0,0,2,0,2,2,"TA",6,"Typ",0,"Gd","CarPort",1967,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",500,10,2006,"WD ","Normal",90000
905103140,80,"RL",96,11777,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,6,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",97,"TA","TA","CBlock","TA","TA","Av","LwQ",328,"ALQ",551,285,1164,"GasA","Ex","Y","SBrkr",1320,0,0,1320,1,0,1,0,3,1,"TA",6,"Typ",2,"Fa","Attchd",1966,"RFn",2,564,"TA","TA","Y",160,68,240,0,0,0,"Gd","MnPrv","Shed",0,5,2006,"WD ","Abnorml",164500
