"count","apparent_temperature","date","holiday","hour","humidity","month","season","temperature","weather","weekday","windspeed","working_day","year"
150,0.6667,"2012-09-05",FALSE,23,0.84,9,"summer",0.7,"1",3,0.0896,TRUE,1
65,0.6667,"2012-09-06",FALSE,0,0.84,9,"summer",0.7,"2",4,0.0896,TRUE,1
18,0.6667,"2012-09-06",FALSE,1,0.84,9,"summer",0.7,"2",4,0,TRUE,1
8,0.697,"2012-09-06",FALSE,2,0.79,9,"summer",0.72,"1",4,0,TRUE,1
9,0.6667,"2012-09-06",FALSE,3,0.84,9,"summer",0.7,"1",4,0.1045,TRUE,1
8,0.6667,"2012-09-06",FALSE,4,0.84,9,"summer",0.7,"2",4,0.0896,TRUE,1
38,0.6667,"2012-09-06",FALSE,5,0.84,9,"summer",0.7,"2",4,0.194,TRUE,1
200,0.6667,"2012-09-06",FALSE,6,0.84,9,"summer",0.7,"2",4,0.0896,TRUE,1
482,0.6667,"2012-09-06",FALSE,7,0.84,9,"summer",0.7,"2",4,0.1045,TRUE,1
646,0.6667,"2012-09-06",FALSE,8,0.79,9,"summer",0.7,"3",4,0,TRUE,1
123,0.5909,"2012-09-06",FALSE,9,0.94,9,"summer",0.66,"3",4,0.1343,TRUE,1
49,0.5909,"2012-09-06",FALSE,10,0.94,9,"summer",0.66,"3",4,0.1343,TRUE,1
62,0.6667,"2012-09-06",FALSE,11,0.84,9,"summer",0.7,"3",4,0.1642,TRUE,1
137,0.697,"2012-09-06",FALSE,12,0.79,9,"summer",0.72,"2",4,0.2239,TRUE,1
191,0.697,"2012-09-06",FALSE,13,0.79,9,"summer",0.72,"2",4,0.1045,TRUE,1
216,0.7121,"2012-09-06",FALSE,14,0.74,9,"summer",0.74,"1",4,0.0896,TRUE,1
270,0.697,"2012-09-06",FALSE,15,0.66,9,"summer",0.74,"1",4,0.194,TRUE,1
416,0.697,"2012-09-06",FALSE,16,0.7,9,"summer",0.74,"1",4,0.2239,TRUE,1
808,0.697,"2012-09-06",FALSE,17,0.7,9,"summer",0.74,"1",4,0.2537,TRUE,1
835,0.6818,"2012-09-06",FALSE,18,0.7,9,"summer",0.72,"1",4,0.2537,TRUE,1
558,0.6364,"2012-09-06",FALSE,19,0.74,9,"summer",0.68,"1",4,0.2537,TRUE,1
406,0.6061,"2012-09-06",FALSE,20,0.78,9,"summer",0.66,"1",4,0.2239,TRUE,1
272,0.5758,"2012-09-06",FALSE,21,0.89,9,"summer",0.64,"1",4,0.1642,TRUE,1
217,0.5758,"2012-09-06",FALSE,22,0.89,9,"summer",0.64,"1",4,0.1642,TRUE,1
169,0.5758,"2012-09-06",FALSE,23,0.89,9,"summer",0.64,"1",4,0.1642,TRUE,1
96,0.5758,"2012-09-07",FALSE,0,0.89,9,"summer",0.64,"1",5,0.1343,TRUE,1
29,0.5606,"2012-09-07",FALSE,1,0.88,9,"summer",0.62,"1",5,0.1045,TRUE,1
11,0.5758,"2012-09-07",FALSE,2,0.83,9,"summer",0.62,"1",5,0.0896,TRUE,1
9,0.5758,"2012-09-07",FALSE,3,0.83,9,"summer",0.62,"1",5,0.0896,TRUE,1
8,0.5606,"2012-09-07",FALSE,4,0.88,9,"summer",0.62,"1",5,0,TRUE,1
40,0.5606,"2012-09-07",FALSE,5,0.88,9,"summer",0.62,"1",5,0,TRUE,1
140,0.5606,"2012-09-07",FALSE,6,0.88,9,"summer",0.62,"1",5,0.1045,TRUE,1
486,0.5758,"2012-09-07",FALSE,7,0.89,9,"summer",0.64,"1",5,0.1045,TRUE,1
719,0.6061,"2012-09-07",FALSE,8,0.83,9,"summer",0.66,"1",5,0.1045,TRUE,1
344,0.6667,"2012-09-07",FALSE,9,0.79,9,"summer",0.7,"1",5,0.1343,TRUE,1
224,0.697,"2012-09-07",FALSE,10,0.74,9,"summer",0.72,"1",5,0.1343,TRUE,1
296,0.7121,"2012-09-07",FALSE,11,0.62,9,"summer",0.76,"1",5,0.1343,TRUE,1
323,0.7424,"2012-09-07",FALSE,12,0.59,9,"summer",0.78,"1",5,0.1642,TRUE,1
354,0.7727,"2012-09-07",FALSE,13,0.59,9,"summer",0.8,"1",5,0.2537,TRUE,1
253,0.7727,"2012-09-07",FALSE,14,0.59,9,"summer",0.8,"1",5,0.2537,TRUE,1
331,0.7576,"2012-09-07",FALSE,15,0.55,9,"summer",0.8,"1",5,0.2537,TRUE,1
470,0.7576,"2012-09-07",FALSE,16,0.55,9,"summer",0.8,"1",5,0.2836,TRUE,1
772,0.7424,"2012-09-07",FALSE,17,0.59,9,"summer",0.78,"1",5,0.3284,TRUE,1
792,0.7121,"2012-09-07",FALSE,18,0.62,9,"summer",0.76,"1",5,0.2985,TRUE,1
568,0.6818,"2012-09-07",FALSE,19,0.62,9,"summer",0.74,"1",5,0.2836,TRUE,1
391,0.6818,"2012-09-07",FALSE,20,0.66,9,"summer",0.72,"1",5,0.2239,TRUE,1
301,0.6667,"2012-09-07",FALSE,21,0.74,9,"summer",0.7,"1",5,0.1642,TRUE,1
299,0.6667,"2012-09-07",FALSE,22,0.74,9,"summer",0.7,"1",5,0.2239,TRUE,1
248,0.5909,"2012-09-07",FALSE,23,0.89,9,"summer",0.66,"1",5,0.2537,TRUE,1
150,0.5909,"2012-09-08",FALSE,0,0.89,9,"summer",0.66,"1",6,0.2537,FALSE,1
117,0.5909,"2012-09-08",FALSE,1,0.89,9,"summer",0.66,"2",6,0.2836,FALSE,1
77,0.5909,"2012-09-08",FALSE,2,0.89,9,"summer",0.66,"1",6,0.3284,FALSE,1
43,0.5909,"2012-09-08",FALSE,3,0.89,9,"summer",0.66,"2",6,0.2239,FALSE,1
11,0.5909,"2012-09-08",FALSE,4,0.94,9,"summer",0.66,"2",6,0.2239,FALSE,1
15,0.5909,"2012-09-08",FALSE,5,0.94,9,"summer",0.66,"2",6,0.2537,FALSE,1
34,0.5909,"2012-09-08",FALSE,6,0.89,9,"summer",0.66,"2",6,0.2836,FALSE,1
82,0.5909,"2012-09-08",FALSE,7,0.89,9,"summer",0.66,"1",6,0.2836,FALSE,1
230,0.6667,"2012-09-08",FALSE,8,0.79,9,"summer",0.7,"1",6,0.3284,FALSE,1
348,0.6667,"2012-09-08",FALSE,9,0.74,9,"summer",0.7,"1",6,0.3881,FALSE,1
422,0.697,"2012-09-08",FALSE,10,0.7,9,"summer",0.74,"1",6,0.3881,FALSE,1
578,0.7121,"2012-09-08",FALSE,11,0.62,9,"summer",0.76,"1",6,0.4478,FALSE,1
694,0.7576,"2012-09-08",FALSE,12,0.55,9,"summer",0.8,"1",6,0.4925,FALSE,1
668,0.7727,"2012-09-08",FALSE,13,0.52,9,"summer",0.82,"1",6,0.5224,FALSE,1
626,0.7727,"2012-09-08",FALSE,14,0.52,9,"summer",0.82,"1",6,0.4478,FALSE,1
512,0.5303,"2012-09-08",FALSE,15,0.88,9,"summer",0.56,"3",6,0.2537,FALSE,1
114,0.5303,"2012-09-08",FALSE,16,0.88,9,"summer",0.56,"3",6,0.194,FALSE,1
171,0.5455,"2012-09-08",FALSE,17,0.83,9,"summer",0.58,"3",6,0.194,FALSE,1
167,0.5455,"2012-09-08",FALSE,18,0.83,9,"summer",0.58,"3",6,0.1343,FALSE,1
215,0.5455,"2012-09-08",FALSE,19,0.88,9,"summer",0.58,"3",6,0.1045,FALSE,1
194,0.5455,"2012-09-08",FALSE,20,0.88,9,"summer",0.58,"2",6,0.0896,FALSE,1
181,0.5606,"2012-09-08",FALSE,21,0.83,9,"summer",0.6,"2",6,0.1642,FALSE,1
194,0.5455,"2012-09-08",FALSE,22,0.78,9,"summer",0.58,"2",6,0.2985,FALSE,1
133,0.5455,"2012-09-08",FALSE,23,0.73,9,"summer",0.58,"2",6,0.1642,FALSE,1
124,0.5303,"2012-09-09",FALSE,0,0.73,9,"summer",0.56,"2",0,0.194,FALSE,1
124,0.5303,"2012-09-09",FALSE,1,0.73,9,"summer",0.56,"1",0,0.2239,FALSE,1
96,0.5152,"2012-09-09",FALSE,2,0.77,9,"summer",0.54,"1",0,0.2836,FALSE,1
46,0.5152,"2012-09-09",FALSE,3,0.73,9,"summer",0.54,"1",0,0.2239,FALSE,1
28,0.5,"2012-09-09",FALSE,4,0.77,9,"summer",0.52,"1",0,0.2537,FALSE,1
55,0.5,"2012-09-09",FALSE,5,0.77,9,"summer",0.52,"1",0,0.194,FALSE,1
35,0.5,"2012-09-09",FALSE,6,0.77,9,"summer",0.52,"1",0,0.194,FALSE,1
70,0.5152,"2012-09-09",FALSE,7,0.73,9,"summer",0.54,"1",0,0.1642,FALSE,1
170,0.5455,"2012-09-09",FALSE,8,0.68,9,"summer",0.58,"1",0,0.2239,FALSE,1
299,0.6061,"2012-09-09",FALSE,9,0.61,9,"summer",0.62,"1",0,0.2537,FALSE,1
495,0.6212,"2012-09-09",FALSE,10,0.57,9,"summer",0.64,"1",0,0.2985,FALSE,1
585,0.6212,"2012-09-09",FALSE,11,0.47,9,"summer",0.66,"1",0,0.2537,FALSE,1
757,0.6212,"2012-09-09",FALSE,12,0.47,9,"summer",0.66,"1",0,0,FALSE,1
729,0.6364,"2012-09-09",FALSE,13,0.39,9,"summer",0.68,"1",0,0,FALSE,1
647,0.6515,"2012-09-09",FALSE,14,0.3,9,"summer",0.72,"1",0,0.2836,FALSE,1
696,0.6515,"2012-09-09",FALSE,15,0.32,9,"summer",0.72,"1",0,0.2537,FALSE,1
701,0.6364,"2012-09-09",FALSE,16,0.36,9,"summer",0.68,"1",0,0.2836,FALSE,1
671,0.6364,"2012-09-09",FALSE,17,0.37,9,"summer",0.7,"1",0,0.2537,FALSE,1
560,0.6212,"2012-09-09",FALSE,18,0.36,9,"summer",0.66,"1",0,0.2537,FALSE,1
496,0.6212,"2012-09-09",FALSE,19,0.36,9,"summer",0.66,"1",0,0.2537,FALSE,1
356,0.6212,"2012-09-09",FALSE,20,0.41,9,"summer",0.62,"1",0,0.2836,FALSE,1
206,0.6212,"2012-09-09",FALSE,21,0.46,9,"summer",0.6,"1",0,0.2239,FALSE,1
189,0.5455,"2012-09-09",FALSE,22,0.49,9,"summer",0.58,"1",0,0.2537,FALSE,1
92,0.5303,"2012-09-09",FALSE,23,0.52,9,"summer",0.56,"1",0,0.2836,FALSE,1
41,0.5303,"2012-09-10",FALSE,0,0.52,9,"summer",0.56,"1",1,0.2836,TRUE,1
18,0.5152,"2012-09-10",FALSE,1,0.6,9,"summer",0.54,"1",1,0.194,TRUE,1
17,0.5152,"2012-09-10",FALSE,2,0.6,9,"summer",0.54,"1",1,0.3582,TRUE,1
12,0.5,"2012-09-10",FALSE,3,0.68,9,"summer",0.52,"1",1,0.2836,TRUE,1
5,0.5,"2012-09-10",FALSE,4,0.68,9,"summer",0.52,"1",1,0.2836,TRUE,1
40,0.4848,"2012-09-10",FALSE,5,0.72,9,"summer",0.5,"1",1,0.2537,TRUE,1
180,0.4848,"2012-09-10",FALSE,6,0.72,9,"summer",0.5,"1",1,0.1343,TRUE,1
447,0.5,"2012-09-10",FALSE,7,0.68,9,"summer",0.52,"1",1,0.2239,TRUE,1
730,0.5303,"2012-09-10",FALSE,8,0.6,9,"summer",0.56,"1",1,0.2836,TRUE,1
361,0.6212,"2012-09-10",FALSE,9,0.53,9,"summer",0.6,"1",1,0.2985,TRUE,1
210,0.6212,"2012-09-10",FALSE,10,0.5,9,"summer",0.62,"1",1,0.2836,TRUE,1
236,0.6212,"2012-09-10",FALSE,11,0.43,9,"summer",0.62,"1",1,0.2985,TRUE,1
332,0.6212,"2012-09-10",FALSE,12,0.44,9,"summer",0.64,"1",1,0.3881,TRUE,1
323,0.6212,"2012-09-10",FALSE,13,0.38,9,"summer",0.64,"1",1,0.2239,TRUE,1
340,0.6212,"2012-09-10",FALSE,14,0.36,9,"summer",0.66,"1",1,0.2836,TRUE,1
346,0.6212,"2012-09-10",FALSE,15,0.31,9,"summer",0.66,"1",1,0.3881,TRUE,1
488,0.6212,"2012-09-10",FALSE,16,0.34,9,"summer",0.66,"1",1,0.3284,TRUE,1
871,0.6212,"2012-09-10",FALSE,17,0.34,9,"summer",0.66,"1",1,0.3284,TRUE,1
968,0.6212,"2012-09-10",FALSE,18,0.35,9,"summer",0.62,"1",1,0.2985,TRUE,1
633,0.6212,"2012-09-10",FALSE,19,0.38,9,"summer",0.62,"1",1,0.2985,TRUE,1
390,0.6212,"2012-09-10",FALSE,20,0.4,9,"summer",0.6,"1",1,0.194,TRUE,1
285,0.5303,"2012-09-10",FALSE,21,0.49,9,"summer",0.56,"1",1,0.1642,TRUE,1
159,0.5152,"2012-09-10",FALSE,22,0.52,9,"summer",0.54,"1",1,0.1343,TRUE,1
93,0.5152,"2012-09-10",FALSE,23,0.52,9,"summer",0.54,"1",1,0,TRUE,1
32,0.5,"2012-09-11",FALSE,0,0.59,9,"summer",0.52,"1",2,0.1045,TRUE,1
10,0.4848,"2012-09-11",FALSE,1,0.63,9,"summer",0.5,"1",2,0,TRUE,1
6,0.4697,"2012-09-11",FALSE,2,0.77,9,"summer",0.48,"1",2,0.1642,TRUE,1
8,0.4697,"2012-09-11",FALSE,3,0.67,9,"summer",0.48,"1",2,0.1343,TRUE,1
9,0.4697,"2012-09-11",FALSE,4,0.72,9,"summer",0.48,"1",2,0.1045,TRUE,1
44,0.4545,"2012-09-11",FALSE,5,0.72,9,"summer",0.46,"1",2,0.0896,TRUE,1
211,0.4545,"2012-09-11",FALSE,6,0.77,9,"summer",0.46,"1",2,0.1045,TRUE,1
596,0.4848,"2012-09-11",FALSE,7,0.72,9,"summer",0.5,"1",2,0.1045,TRUE,1
750,0.5152,"2012-09-11",FALSE,8,0.68,9,"summer",0.54,"1",2,0.0896,TRUE,1
358,0.6212,"2012-09-11",FALSE,9,0.49,9,"summer",0.6,"1",2,0,TRUE,1
196,0.6212,"2012-09-11",FALSE,10,0.38,9,"summer",0.62,"1",2,0,TRUE,1
247,0.6212,"2012-09-11",FALSE,11,0.33,9,"summer",0.64,"1",2,0.0896,TRUE,1
316,0.6212,"2012-09-11",FALSE,12,0.33,9,"summer",0.64,"1",2,0,TRUE,1
328,0.6212,"2012-09-11",FALSE,13,0.29,9,"summer",0.66,"1",2,0.0896,TRUE,1
255,0.6212,"2012-09-11",FALSE,14,0.3,9,"summer",0.68,"1",2,0.0896,TRUE,1
326,0.6364,"2012-09-11",FALSE,15,0.28,9,"summer",0.7,"1",2,0.1045,TRUE,1
536,0.6364,"2012-09-11",FALSE,16,0.28,9,"summer",0.7,"1",2,0.1343,TRUE,1
970,0.6364,"2012-09-11",FALSE,17,0.28,9,"summer",0.7,"1",2,0,TRUE,1
877,0.6212,"2012-09-11",FALSE,18,0.36,9,"summer",0.64,"1",2,0.1642,TRUE,1
596,0.6212,"2012-09-11",FALSE,19,0.41,9,"summer",0.62,"1",2,0.194,TRUE,1
461,0.5455,"2012-09-11",FALSE,20,0.56,9,"summer",0.58,"1",2,0.1343,TRUE,1
310,0.5303,"2012-09-11",FALSE,21,0.6,9,"summer",0.56,"1",2,0.1045,TRUE,1
216,0.5303,"2012-09-11",FALSE,22,0.64,9,"summer",0.56,"1",2,0.1045,TRUE,1
109,0.5152,"2012-09-11",FALSE,23,0.68,9,"summer",0.54,"1",2,0.1045,TRUE,1
49,0.5,"2012-09-12",FALSE,0,0.72,9,"summer",0.52,"1",3,0.1045,TRUE,1
21,0.5,"2012-09-12",FALSE,1,0.72,9,"summer",0.52,"1",3,0.1045,TRUE,1
11,0.5,"2012-09-12",FALSE,2,0.72,9,"summer",0.52,"1",3,0.0896,TRUE,1
7,0.4848,"2012-09-12",FALSE,3,0.77,9,"summer",0.5,"1",3,0.0896,TRUE,1
5,0.4848,"2012-09-12",FALSE,4,0.72,9,"summer",0.5,"1",3,0.0896,TRUE,1
48,0.4848,"2012-09-12",FALSE,5,0.72,9,"summer",0.5,"1",3,0.0896,TRUE,1
205,0.4848,"2012-09-12",FALSE,6,0.72,9,"summer",0.5,"1",3,0.0896,TRUE,1
557,0.5,"2012-09-12",FALSE,7,0.72,9,"summer",0.52,"1",3,0,TRUE,1
770,0.5303,"2012-09-12",FALSE,8,0.64,9,"summer",0.56,"1",3,0.1045,TRUE,1
328,0.6061,"2012-09-12",FALSE,9,0.64,9,"summer",0.6,"1",3,0.1343,TRUE,1
205,0.6061,"2012-09-12",FALSE,10,0.61,9,"summer",0.62,"1",3,0.1343,TRUE,1
232,0.6212,"2012-09-12",FALSE,11,0.5,9,"summer",0.66,"1",3,0.194,TRUE,1
352,0.6364,"2012-09-12",FALSE,12,0.36,9,"summer",0.68,"1",3,0.1343,TRUE,1
323,0.6364,"2012-09-12",FALSE,13,0.34,9,"summer",0.7,"1",3,0.1343,TRUE,1
278,0.6364,"2012-09-12",FALSE,14,0.37,9,"summer",0.7,"1",3,0.1642,TRUE,1
318,0.6515,"2012-09-12",FALSE,15,0.37,9,"summer",0.72,"1",3,0.1343,TRUE,1
509,0.6515,"2012-09-12",FALSE,16,0.37,9,"summer",0.72,"1",3,0.1642,TRUE,1
925,0.6364,"2012-09-12",FALSE,17,0.41,9,"summer",0.7,"1",3,0.2985,TRUE,1
977,0.6212,"2012-09-12",FALSE,18,0.44,9,"summer",0.66,"1",3,0.2537,TRUE,1
635,0.6212,"2012-09-12",FALSE,19,0.5,9,"summer",0.64,"1",3,0.194,TRUE,1
470,0.6212,"2012-09-12",FALSE,20,0.57,9,"summer",0.62,"1",3,0.1343,TRUE,1
306,0.6061,"2012-09-12",FALSE,21,0.6,9,"summer",0.6,"1",3,0.1343,TRUE,1
212,0.5303,"2012-09-12",FALSE,22,0.64,9,"summer",0.56,"1",3,0.0896,TRUE,1
127,0.5303,"2012-09-12",FALSE,23,0.68,9,"summer",0.56,"1",3,0.1045,TRUE,1
57,0.5303,"2012-09-13",FALSE,0,0.73,9,"summer",0.56,"1",4,0.0896,TRUE,1
28,0.5152,"2012-09-13",FALSE,1,0.77,9,"summer",0.54,"1",4,0.0896,TRUE,1
9,0.5152,"2012-09-13",FALSE,2,0.77,9,"summer",0.54,"1",4,0,TRUE,1
11,0.5,"2012-09-13",FALSE,3,0.83,9,"summer",0.52,"1",4,0,TRUE,1
6,0.5,"2012-09-13",FALSE,4,0.83,9,"summer",0.52,"1",4,0,TRUE,1
57,0.5,"2012-09-13",FALSE,5,0.83,9,"summer",0.52,"1",4,0,TRUE,1
195,0.4848,"2012-09-13",FALSE,6,0.82,9,"summer",0.5,"1",4,0,TRUE,1
571,0.5152,"2012-09-13",FALSE,7,0.77,9,"summer",0.54,"1",4,0,TRUE,1
758,0.5303,"2012-09-13",FALSE,8,0.73,9,"summer",0.56,"1",4,0,TRUE,1
338,0.6061,"2012-09-13",FALSE,9,0.64,9,"summer",0.6,"1",4,0.0896,TRUE,1
212,0.6212,"2012-09-13",FALSE,10,0.61,9,"summer",0.64,"1",4,0.0896,TRUE,1
254,0.6212,"2012-09-13",FALSE,11,0.5,9,"summer",0.66,"1",4,0.1642,TRUE,1
297,0.6364,"2012-09-13",FALSE,12,0.44,9,"summer",0.68,"1",4,0.1045,TRUE,1
283,0.6364,"2012-09-13",FALSE,13,0.42,9,"summer",0.7,"1",4,0,TRUE,1
274,0.6515,"2012-09-13",FALSE,14,0.39,9,"summer",0.72,"1",4,0.1343,TRUE,1
352,0.6515,"2012-09-13",FALSE,15,0.42,9,"summer",0.72,"1",4,0.1045,TRUE,1
491,0.6515,"2012-09-13",FALSE,16,0.39,9,"summer",0.72,"1",4,0.0896,TRUE,1
884,0.6515,"2012-09-13",FALSE,17,0.42,9,"summer",0.72,"1",4,0.194,TRUE,1
852,0.6364,"2012-09-13",FALSE,18,0.57,9,"summer",0.68,"1",4,0.2537,TRUE,1
674,0.6061,"2012-09-13",FALSE,19,0.65,9,"summer",0.64,"1",4,0.1343,TRUE,1
463,0.6061,"2012-09-13",FALSE,20,0.69,9,"summer",0.62,"1",4,0.1045,TRUE,1
317,0.6061,"2012-09-13",FALSE,21,0.65,9,"summer",0.62,"1",4,0.1045,TRUE,1
251,0.5909,"2012-09-13",FALSE,22,0.69,9,"summer",0.6,"1",4,0.1343,TRUE,1
170,0.5455,"2012-09-13",FALSE,23,0.73,9,"summer",0.58,"1",4,0.1045,TRUE,1
87,0.5303,"2012-09-14",FALSE,0,0.73,9,"summer",0.56,"1",5,0.0896,TRUE,1
41,0.5303,"2012-09-14",FALSE,1,0.73,9,"summer",0.56,"1",5,0.0896,TRUE,1
30,0.5303,"2012-09-14",FALSE,2,0.73,9,"summer",0.56,"1",5,0,TRUE,1
14,0.5152,"2012-09-14",FALSE,3,0.77,9,"summer",0.54,"1",5,0,TRUE,1
12,0.5152,"2012-09-14",FALSE,4,0.77,9,"summer",0.54,"1",5,0,TRUE,1
41,0.5152,"2012-09-14",FALSE,5,0.83,9,"summer",0.54,"1",5,0,TRUE,1
152,0.5152,"2012-09-14",FALSE,6,0.88,9,"summer",0.54,"1",5,0,TRUE,1
454,0.5303,"2012-09-14",FALSE,7,0.88,9,"summer",0.56,"2",5,0,TRUE,1
766,0.5758,"2012-09-14",FALSE,8,0.78,9,"summer",0.6,"2",5,0.1642,TRUE,1
347,0.5909,"2012-09-14",FALSE,9,0.78,9,"summer",0.62,"2",5,0.1642,TRUE,1
246,0.6364,"2012-09-14",FALSE,10,0.65,9,"summer",0.68,"2",5,0,TRUE,1
280,0.6364,"2012-09-14",FALSE,11,0.61,9,"summer",0.68,"2",5,0.1045,TRUE,1
409,0.6515,"2012-09-14",FALSE,12,0.54,9,"summer",0.7,"2",5,0.194,TRUE,1
408,0.6515,"2012-09-14",FALSE,13,0.54,9,"summer",0.7,"2",5,0.194,TRUE,1
371,0.6515,"2012-09-14",FALSE,14,0.45,9,"summer",0.72,"2",5,0.1642,TRUE,1
367,0.6667,"2012-09-14",FALSE,15,0.48,9,"summer",0.72,"2",5,0.1343,TRUE,1
563,0.6667,"2012-09-14",FALSE,16,0.51,9,"summer",0.72,"2",5,0,TRUE,1
894,0.6667,"2012-09-14",FALSE,17,0.51,9,"summer",0.72,"1",5,0.194,TRUE,1
808,0.6515,"2012-09-14",FALSE,18,0.45,9,"summer",0.72,"1",5,0.2239,TRUE,1
579,0.6364,"2012-09-14",FALSE,19,0.57,9,"summer",0.68,"1",5,0.1642,TRUE,1
404,0.6212,"2012-09-14",FALSE,20,0.61,9,"summer",0.66,"1",5,0.1045,TRUE,1
312,0.6061,"2012-09-14",FALSE,21,0.73,9,"summer",0.64,"1",5,0.2239,TRUE,1
229,0.5758,"2012-09-14",FALSE,22,0.83,9,"summer",0.62,"1",5,0.194,TRUE,1
195,0.5909,"2012-09-14",FALSE,23,0.78,9,"summer",0.62,"1",5,0.0896,TRUE,1
207,0.5606,"2012-09-15",FALSE,0,0.83,9,"summer",0.6,"1",6,0.1045,FALSE,1
109,0.5909,"2012-09-15",FALSE,1,0.73,9,"summer",0.6,"1",6,0,FALSE,1
93,0.5455,"2012-09-15",FALSE,2,0.78,9,"summer",0.58,"1",6,0.1045,FALSE,1
37,0.5909,"2012-09-15",FALSE,3,0.73,9,"summer",0.6,"1",6,0.2537,FALSE,1
6,0.5909,"2012-09-15",FALSE,4,0.69,9,"summer",0.6,"2",6,0.3582,FALSE,1
16,0.5455,"2012-09-15",FALSE,5,0.6,9,"summer",0.58,"1",6,0.5224,FALSE,1
33,0.5152,"2012-09-15",FALSE,6,0.49,9,"summer",0.54,"1",6,0.4179,FALSE,1
73,0.5152,"2012-09-15",FALSE,7,0.52,9,"summer",0.54,"1",6,0.2836,FALSE,1
212,0.5303,"2012-09-15",FALSE,8,0.49,9,"summer",0.56,"1",6,0.4179,FALSE,1
342,0.6212,"2012-09-15",FALSE,9,0.43,9,"summer",0.6,"1",6,0.4179,FALSE,1
442,0.6212,"2012-09-15",FALSE,10,0.41,9,"summer",0.62,"1",6,0.3881,FALSE,1
627,0.6212,"2012-09-15",FALSE,11,0.38,9,"summer",0.64,"1",6,0.3881,FALSE,1
706,0.6212,"2012-09-15",FALSE,12,0.36,9,"summer",0.66,"1",6,0.3582,FALSE,1
704,0.6364,"2012-09-15",FALSE,13,0.36,9,"summer",0.68,"1",6,0.194,FALSE,1
715,0.6364,"2012-09-15",FALSE,14,0.34,9,"summer",0.68,"1",6,0.3284,FALSE,1
654,0.6364,"2012-09-15",FALSE,15,0.34,9,"summer",0.68,"2",6,0.2836,FALSE,1
783,0.6212,"2012-09-15",FALSE,16,0.36,9,"summer",0.66,"2",6,0.2239,FALSE,1
729,0.6212,"2012-09-15",FALSE,17,0.36,9,"summer",0.66,"2",6,0.2537,FALSE,1
614,0.6212,"2012-09-15",FALSE,18,0.36,9,"summer",0.64,"2",6,0.2836,FALSE,1
478,0.6212,"2012-09-15",FALSE,19,0.41,9,"summer",0.62,"1",6,0.1642,FALSE,1
330,0.6212,"2012-09-15",FALSE,20,0.43,9,"summer",0.6,"1",6,0.0896,FALSE,1
296,0.5303,"2012-09-15",FALSE,21,0.52,9,"summer",0.56,"1",6,0.1045,FALSE,1
279,0.5303,"2012-09-15",FALSE,22,0.52,9,"summer",0.56,"1",6,0,FALSE,1
229,0.5152,"2012-09-15",FALSE,23,0.6,9,"summer",0.54,"1",6,0,FALSE,1
151,0.5152,"2012-09-16",FALSE,0,0.64,9,"summer",0.54,"1",0,0,FALSE,1
117,0.5152,"2012-09-16",FALSE,1,0.64,9,"summer",0.54,"1",0,0,FALSE,1
89,0.5,"2012-09-16",FALSE,2,0.63,9,"summer",0.52,"1",0,0,FALSE,1
48,0.4848,"2012-09-16",FALSE,3,0.68,9,"summer",0.5,"1",0,0,FALSE,1
8,0.4848,"2012-09-16",FALSE,4,0.72,9,"summer",0.5,"1",0,0,FALSE,1
13,0.4848,"2012-09-16",FALSE,5,0.72,9,"summer",0.5,"1",0,0,FALSE,1
35,0.4848,"2012-09-16",FALSE,6,0.72,9,"summer",0.5,"1",0,0,FALSE,1
71,0.4848,"2012-09-16",FALSE,7,0.77,9,"summer",0.5,"1",0,0.1045,FALSE,1
128,0.5152,"2012-09-16",FALSE,8,0.64,9,"summer",0.54,"1",0,0.1642,FALSE,1
296,0.5455,"2012-09-16",FALSE,9,0.6,9,"summer",0.58,"1",0,0.1343,FALSE,1
490,0.6212,"2012-09-16",FALSE,10,0.5,9,"summer",0.62,"1",0,0.1045,FALSE,1
559,0.6212,"2012-09-16",FALSE,11,0.47,9,"summer",0.64,"1",0,0.1642,FALSE,1
656,0.6212,"2012-09-16",FALSE,12,0.44,9,"summer",0.66,"1",0,0.1642,FALSE,1
694,0.6212,"2012-09-16",FALSE,13,0.41,9,"summer",0.64,"1",0,0.1642,FALSE,1
635,0.6212,"2012-09-16",FALSE,14,0.39,9,"summer",0.66,"1",0,0.1343,FALSE,1
557,0.6212,"2012-09-16",FALSE,15,0.41,9,"summer",0.64,"1",0,0.1642,FALSE,1
596,0.6212,"2012-09-16",FALSE,16,0.44,9,"summer",0.64,"1",0,0.1642,FALSE,1
570,0.6212,"2012-09-16",FALSE,17,0.41,9,"summer",0.66,"1",0,0,FALSE,1
481,0.6212,"2012-09-16",FALSE,18,0.5,9,"summer",0.62,"1",0,0.1642,FALSE,1
403,0.6212,"2012-09-16",FALSE,19,0.5,9,"summer",0.62,"1",0,0.1343,FALSE,1
324,0.6212,"2012-09-16",FALSE,20,0.53,9,"summer",0.6,"1",0,0.1045,FALSE,1
191,0.6212,"2012-09-16",FALSE,21,0.56,9,"summer",0.6,"1",0,0.1045,FALSE,1
127,0.5303,"2012-09-16",FALSE,22,0.68,9,"summer",0.56,"1",0,0.0896,FALSE,1
94,0.5152,"2012-09-16",FALSE,23,0.68,9,"summer",0.54,"1",0,0.1045,FALSE,1
45,0.5152,"2012-09-17",FALSE,0,0.68,9,"summer",0.54,"1",1,0.1642,TRUE,1
